Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.6666666667,46.06,18.89,50.09,4.4666666667,91.76,17.79,45.9666666667,19.29,54.4633333333,16.89,46.6333333333,5.1833333333,738.1666666667,92.0,5.1666666667,40.0,3.9833333333,12.2398638516,12.2398638516
40,0,20.79,46.2,20.2,44.4666666667,20.1666666667,45.5,21.5333333333,45.9333333333,18.89,50.1725,4.3333333333,91.76,17.79,46.0,19.2225,54.7225,16.89,46.8266666667,5.2,738.3,92.0,5.0,40.0,4.0,3.5339523572,3.5339523572
50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.3566666667,45.9,18.89,50.2,4.1566666667,91.8333333333,17.79,46.0,19.2,54.9666666667,16.9633333333,46.9666666667,5.1333333333,738.4,92.0,4.8333333333,40.0,3.9333333333,4.9733080086,4.9733080086
50,0,20.7,46.26,20.1,44.59,20.1333333333,45.4,21.23,45.9,18.79,50.09,4.1566666667,92.5666666667,17.89,46.0,19.2,54.9666666667,17.0,47.23,5.0666666667,738.5,92.0,4.6666666667,40.0,3.8666666667,15.8135853591,15.8135853591
50,0,20.7,46.2,20.0,44.4333333333,20.2,45.5,21.0666666667,45.9,18.79,50.09,4.3333333333,93.53,17.89,46.06,19.2,54.9,17.0,47.3633333333,5.0,738.6,92.0,4.5,40.0,3.8,25.9317131597,25.9317131597
40,0,20.6,46.2,20.0,44.5,20.2,45.5,20.9266666667,45.9,18.79,50.09,4.3333333333,93.3233333333,17.89,46.09,19.2,54.8633333333,17.0,47.53,4.9333333333,738.7,92.0,4.3333333333,40.0,3.7333333333,33.1002538209,33.1002538209
40,0,20.6,46.1266666667,20.0,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.1266666667,17.8233333333,45.9633333333,19.1333333333,54.79,17.0,47.6633333333,4.8666666667,738.8,92.0,4.1666666667,40.0,3.6666666667,20.3415093594,20.3415093594
30,0,20.5666666667,46.0666666667,19.89,44.59,20.2,45.4,20.6666666667,46.0,18.7,50.09,4.0633333333,92.8666666667,17.8566666667,45.9666666667,19.2,54.9,17.0,47.8266666667,4.8,738.9,92.0,4.0,40.0,3.6,45.643796213,45.643796213
20,0,20.5,46.2,19.8233333333,44.53,20.29,45.4666666667,20.5333333333,46.0,18.7,50.09,3.8633333333,92.9666666667,17.8566666667,45.9666666667,19.2,54.9666666667,17.0,47.9,4.8166666667,739.0166666667,92.1666666667,4.3333333333,40.0,3.6333333333,14.680168638,14.680168638
20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.0933333333,17.89,46.2,19.2,55.09,17.0,48.03,4.8333333333,739.1333333333,92.3333333333,4.6666666667,40.0,3.6666666667,22.953286313,22.953286313
40,0,20.4266666667,46.23,19.79,44.53,20.2,45.4,20.39,46.1633333333,18.6333333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17.0,48.09,4.85,739.25,92.5,5.0,40.0,3.7,16.6197337094,16.6197337094
50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50.0,4.19,94.6566666667,17.89,46.2,19.2,54.8633333333,17.0666666667,48.29,4.8666666667,739.3666666667,92.6666666667,5.3333333333,40.0,3.7333333333,32.5435233535,32.5435233535
50,0,20.39,46.3633333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50.0,4.2633333333,94.7966666667,17.89,46.1266666667,19.2,54.73,17.0666666667,48.3633333333,4.8833333333,739.4833333333,92.8333333333,5.6666666667,40.0,3.7666666667,12.9008390359,12.9008390359
40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50.0,4.4633333333,95.03,17.89,46.09,19.1,54.56,17.0333333333,48.4633333333,4.9,739.6,93.0,6.0,40.0,3.8,23.9272624138,23.9272624138
50,0,20.29,46.545,19.6333333333,44.6266666667,20.29,45.5,20.0333333333,46.29,18.5333333333,50.0,4.59,95.03,17.89,45.92,19.1,54.5,17.0333333333,48.59,4.9166666667,739.65,92.6666666667,5.8333333333,40.0,3.7666666667,38.3155335323,38.3155335323
40,0,20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.7266666667,94.8666666667,17.89,45.73,19.1,54.5,17.0333333333,48.7666666667,4.9333333333,739.7,92.3333333333,5.6666666667,40.0,3.7333333333,4.2123457184,4.2123457184
40,0,20.2,46.4333333333,19.6,44.59,20.29,45.5,19.9266666667,46.4666666667,18.5,50.0,4.8,94.7266666667,17.89,45.7,19.1,54.5,17.0333333333,48.9,4.95,739.75,92.0,5.5,40.0,3.7,43.7660665018,43.7660665018
40,0,20.2,46.56,19.5666666667,44.7,20.29,45.56,19.8566666667,46.4666666667,18.5,50.0,4.8,94.4933333333,17.89,45.7,19.1,54.4,17.1,49.045,4.9666666667,739.8,91.6666666667,5.3333333333,40.0,3.6666666667,16.9536468922,16.9536468922
50,0,20.1,46.3633333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50.0,4.8,94.1266666667,17.89,45.6633333333,19.1,54.29,17.1,49.26,5.0,739.9,91.0,5.0,40.0,3.6,17.3341744579,17.3341744579
50,0,20.1,46.5,19.4266666667,44.73,20.29,45.59,19.7,46.6633333333,18.4725,49.975,4.8,94.0,17.89,45.59,19.1,54.23,17.1,49.29,4.9833333333,739.9666666667,91.6666666667,4.8333333333,40.0,3.6833333333,16.6887465399,16.6887465399
40,0,20.0333333333,46.36,19.39,44.73,20.29,45.59,19.6666666667,46.6633333333,18.39,49.9,4.7633333333,93.5633333333,17.89,45.59,19.05,54.045,17.1,49.3633333333,4.9666666667,740.0333333333,92.3333333333,4.6666666667,40.0,3.7666666667,23.8175622537,23.8175622537
40,0,20.0,46.29,19.39,44.79,20.3566666667,45.59,19.6,46.59,18.39,49.9,4.7633333333,94.0233333333,17.89,45.6266666667,19.0,54.0,17.1,49.4333333333,4.95,740.1,93.0,4.5,40.0,3.85,44.6099167923,44.6099167923
40,0,20.0,46.29,19.39,44.79,20.39,45.59,19.6,46.6266666667,18.39,49.9,4.8333333333,94.7266666667,17.89,45.6266666667,19.0666666667,54.0,17.1,49.56,4.9333333333,740.1666666667,93.6666666667,4.3333333333,40.0,3.9333333333,43.2169735315,43.2169735315
40,0,20.0,46.23,19.39,44.79,20.3233333333,45.59,19.6,46.7,18.39,49.9,4.8333333333,95.0,17.89,45.59,19.1,53.9,17.1,49.6266666667,4.9166666667,740.2333333333,94.3333333333,4.1666666667,40.0,4.0166666667,19.4994771737,19.4994771737
50,0,19.9266666667,46.23,19.29,44.9,20.3233333333,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.7233333333,19.0333333333,53.8266666667,17.1,49.7,4.9,740.3,95.0,4.0,40.0,4.1,38.8660349417,38.8660349417
40,0,19.89,46.43,19.29,45.0,20.29,45.59,19.4266666667,46.7,18.29,50.0,5.09,96.03,17.89,45.9666666667,19.0,53.79,17.1,49.9666666667,4.9666666667,740.5666666667,94.3333333333,4.3333333333,36.3333333333,4.1,21.7329742387,21.7329742387
30,0,19.89,46.6266666667,19.29,45.1266666667,20.29,45.59,19.39,46.7,18.29,50.1266666667,5.0,95.9,17.89,45.9,19.0,53.76,17.1333333333,50.0,5.0,740.7,94.0,4.5,34.5,4.1,35.6257339357,35.6257339357
20,10,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5.0,95.9666666667,17.89,45.8266666667,19.0,53.7,17.2,50.0,5.0333333333,740.8333333333,93.6666666667,4.6666666667,32.6666666667,4.1,19.9997184449,19.9997184449
30,0,19.89,46.8633333333,19.2,45.245,20.29,45.4333333333,19.29,46.79,18.29,50.23,4.9666666667,95.9333333333,17.89,45.7225,19.0,53.875,17.2,50.0,5.0666666667,740.9666666667,93.3333333333,4.8333333333,30.8333333333,4.1,16.2676075939,16.2676075939
40,10,19.8233333333,46.8633333333,19.2,45.3633333333,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.9333333333,17.89,45.79,19.0,54.0,17.2,50.0,5.1,741.1,93.0,5.0,29.0,4.1,37.8543574014,37.8543574014
50,10,19.8566666667,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.4266666667,4.9333333333,96.09,17.89,45.8633333333,19.0,54.06,17.2,50.09,5.1,741.2166666667,92.6666666667,5.0,30.8333333333,4.05,10.1346127572,10.1346127572
50,0,19.8566666667,47.0633333333,19.0,45.03,20.1,45.2,19.1,45.23,18.0,52.79,4.2975,94.45,17.8566666667,43.1,18.7,50.42,17.0,46.93,4.8,742.3,91.0,5.0,40.0,3.4,22.763722681,22.763722681
50,0,19.79,46.3333333333,19.0,44.8266666667,20.1,45.09,19.1,44.9666666667,17.89,52.76,4.03,94.6666666667,17.79,42.43,18.6666666667,50.0266666667,17.0333333333,46.59,4.9666666667,742.4666666667,91.0,5.0,36.3333333333,3.5666666667,40.5435121385,40.5435121385
30,0,19.79,46.0666666667,19.0,44.645,20.1,45.1633333333,19.0333333333,44.7666666667,17.89,52.0333333333,4.09,95.0,17.79,42.23,18.6,49.8266666667,17.0333333333,46.39,5.05,742.55,91.0,5.0,34.5,3.65,30.2466645138,30.2466645138
40,0,19.76,45.8633333333,18.9633333333,44.56,20.0333333333,44.9633333333,19.0,44.6633333333,18.0,50.9,4.1233333333,95.3966666667,17.7,41.9666666667,18.6,49.6633333333,17.0,46.1633333333,5.1333333333,742.6333333333,91.0,5.0,32.6666666667,3.7333333333,32.7361964039,32.7361964039
30,0,19.7,45.79,18.9633333333,44.4333333333,20.0,44.9,19.0666666667,44.59,18.0,50.4266666667,4.2633333333,95.7966666667,17.7,41.8266666667,18.6,49.59,17.0,46.03,5.2166666667,742.7166666667,91.0,5.0,30.8333333333,3.8166666667,17.6598635968,17.6598635968
50,10,19.79,48.7933333333,19.0,44.3633333333,19.89,44.8633333333,19.6933333333,45.56,18.0,49.56,5.1566666667,96.5,17.7,41.4,18.5,49.2,17.0,45.4633333333,5.85,743.05,88.5,5.0,34.5,4.05,10.6604067609,10.6604067609
50,0,19.89,46.7666666667,19.0333333333,44.5,20.0,44.79,20.1333333333,44.7,18.0333333333,49.3266666667,5.53,96.19,17.7,41.2,18.5,49.0,17.05,45.245,6.4,743.3,86.0,5.0,40.0,4.2,46.2037234916,46.2037234916
50,0,20.0,46.2966666667,19.1,44.5,20.0,44.79,20.2,44.6266666667,18.1,49.3266666667,5.7966666667,96.19,17.73,41.0266666667,18.5,48.9333333333,17.1,45.29,6.5,743.3333333333,85.1666666667,5.3333333333,38.0,4.1666666667,29.9380483571,29.9380483571
50,0,20.0,45.9633333333,19.1,44.4666666667,19.9266666667,44.79,20.2,44.59,18.1,49.26,5.8333333333,95.0233333333,17.79,40.9,18.4266666667,48.59,17.1,45.23,6.6,743.3666666667,84.3333333333,5.6666666667,36.0,4.1333333333,48.8085347461,48.8085347461
50,0,20.0,44.76,19.1,43.4888888889,19.89,44.9,19.7,43.5,17.79,51.0,7.6233333333,78.73,17.945,39.565,18.5,47.1371428571,17.1,44.29,7.0833333333,743.5,80.6666666667,7.8333333333,40.0,3.9333333333,22.694774461,22.694774461
50,0,20.0,44.09,19.0,43.1266666667,19.89,44.8266666667,19.5,43.0,17.7,51.0,6.9666666667,79.49,17.9725,39.0,18.4633333333,47.0,17.1,43.79,6.9,743.8,76.0,5.0,40.0,2.9,1.7770289793,1.7770289793
40,0,20.0,44.03,19.0,43.09,19.89,44.9,19.4633333333,43.06,17.7,51.0,6.8333333333,78.7566666667,17.89,39.0,18.39,47.0,17.1,43.79,6.8,743.8166666667,77.0,4.8333333333,40.0,3.0,32.1397746098,32.1397746098
40,0,19.9633333333,43.9,18.9266666667,43.09,19.89,44.9,19.39,43.0,17.7,51.0,6.3666666667,79.06,18.0333333333,39.09,18.39,46.9,17.1,43.7,6.7,743.8333333333,78.0,4.6666666667,40.0,3.1,46.4307599817,46.4307599817
30,0,19.9633333333,43.9,19.0333333333,43.06,19.89,44.79,19.445,43.145,17.7,51.0,6.4333333333,82.5333333333,18.1666666667,39.03,18.4975,46.6725,17.1,43.76,6.6,743.85,79.0,4.5,40.0,3.2,29.9046211177,29.9046211177
30,0,20.0,43.8633333333,19.1,43.0,19.89,44.79,19.5333333333,43.1633333333,17.7,51.0,6.9333333333,81.0266666667,18.3233333333,38.8333333333,18.6666666667,46.53,17.1666666667,43.79,6.5,743.8666666667,80.0,4.3333333333,40.0,3.3,28.0450374004,28.0450374004
30,0,20.0666666667,43.8633333333,19.1333333333,42.8633333333,19.89,44.76,19.6,43.03,17.7,51.0,7.0,76.8333333333,18.445,38.645,18.79,46.2233333333,17.1666666667,43.79,6.4,743.8833333333,81.0,4.1666666667,40.0,3.4,26.3013861957,26.3013861957
30,0,20.1,43.79,19.2,42.715,19.89,44.7,19.6,42.8633333333,17.7,51.0,6.9333333333,75.1333333333,18.5285714286,38.2535714286,18.79,45.9808333333,17.2,43.79,6.3,743.9,82.0,4.0,40.0,3.5,49.2547611939,49.2547611939
40,0,20.1,43.73,19.1363636364,42.65,19.89,44.7,19.5333333333,42.79,17.7,51.06,6.7266666667,75.3333333333,18.4877777778,38.1877777778,18.78,45.8877777778,17.2,43.73,6.3333333333,743.95,80.8333333333,4.5,38.1666666667,3.3,25.3820911166,25.3820911166
50,0,20.1,43.56,19.13,42.59,19.89,44.76,19.39,42.59,17.6666666667,51.0,6.5266666667,73.76,18.39,38.027,18.7163636364,45.81,17.2,43.6633333333,6.3666666667,744.0,79.6666666667,5.0,36.3333333333,3.1,34.1394039337,34.1394039337
40,0,20.1,43.4333333333,19.1,42.59,19.89,44.79,19.39,42.59,17.6,51.0,6.3333333333,73.5,18.3757142857,38.0,18.7,45.79,17.2,43.53,6.4,744.05,78.5,5.5,34.5,2.9,30.0770608825,30.0770608825
40,0,20.1,43.1633333333,19.0375,42.53375,19.8233333333,44.73,19.29,42.59,17.6,50.9666666667,6.1233333333,75.7,18.242,37.9466666667,18.7,45.7245454545,17.1,43.4,6.4333333333,744.1,77.3333333333,6.0,32.6666666667,2.7,11.9434338878,11.9434338878
40,0,20.1,43.03,19.0076923077,42.43,19.79,44.7,19.29,42.59,17.6,50.9,6.19,76.3666666667,18.2,37.9,18.63125,45.711875,17.1,43.3266666667,6.4666666667,744.15,76.1666666667,6.5,30.8333333333,2.5,12.9082963336,12.9082963336
40,10,20.0333333333,44.0,19.0,43.29,19.79,44.4,20.2,43.0966666667,17.5,51.0,4.9333333333,86.4566666667,18.2,39.26,18.7,47.0266666667,17.0,42.7,5.1,744.85,88.0,6.5,40.0,3.25,22.6565722725,22.6565722725
40,0,20.1,44.26,19.2,43.29,19.89,44.4,20.1,42.845,17.5,51.0,5.0,87.6633333333,18.2,39.1266666667,18.76,46.9,17.0,42.76,5.0,744.9,89.0,6.3333333333,40.0,3.3,25.0220486312,25.0220486312
30,0,20.1,44.2,19.245,43.245,19.89,44.3266666667,19.9633333333,42.59,17.5,51.09,4.9,88.6333333333,18.1,39.09,18.7,46.7675,17.0,42.79,4.9,744.95,90.0,6.1666666667,40.0,3.35,9.0433180565,9.0433180565
50,0,20.1,44.1266666667,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09,4.9,89.4266666667,18.1,39.09,18.7,46.645,17.0,42.79,4.8,745.0,91.0,6.0,40.0,3.4,26.4815301402,26.4815301402
50,0,20.1,44.06,19.37,42.92,19.79,44.09,19.8566666667,42.56,17.5,51.0,4.8666666667,90.2266666667,18.0666666667,39.06,18.6,46.5,17.0,42.79,4.75,745.0333333333,91.3333333333,6.1666666667,40.0,3.4,3.7637872854,3.7637872854
50,0,20.1,43.9,19.39,42.76,19.79,44.2,19.76,42.53,17.5,51.0,4.9333333333,91.4,17.9633333333,39.0,18.5,46.9,16.89,42.79,4.65,745.1,92.0,6.5,40.0,3.4,10.6349759619,10.6349759619
50,0,20.0666666667,43.49,19.3566666667,42.5,19.79,44.29,19.6,42.5,17.5,50.8633333333,4.3666666667,92.46,17.79,38.9,18.5,47.4,16.89,42.9,4.5333333333,745.3166666667,92.6666666667,6.8333333333,40.0,3.4,38.9992444892,38.9992444892
50,0,20.0,43.29,19.29,42.4333333333,19.79,44.29,19.5333333333,42.5,17.5,50.79,4.53,93.19,17.79,38.9,18.39,47.4,16.89,42.9,4.5666666667,745.4333333333,92.3333333333,6.6666666667,40.0,3.4,44.0309517435,44.0309517435
50,0,20.0,43.145,19.29,42.45,19.79,44.29,19.5,42.5,17.5,50.79,4.59,93.19,17.79,38.9,18.39,47.4,16.89,42.845,4.6,745.55,92.0,6.5,40.0,3.4,20.6562104751,20.6562104751
50,0,20.0,43.06,19.26,42.4666666667,19.79,44.29,19.5,42.5,17.5,50.73,4.56,93.06,17.79,38.9666666667,18.39,47.4,16.89,42.8266666667,4.6333333333,745.6666666667,91.6666666667,6.3333333333,40.0,3.4,3.1904240255,3.1904240255
50,0,19.9266666667,43.0,19.2,42.4,19.79,44.29,19.4633333333,42.4666666667,17.39,50.59,4.3666666667,92.9333333333,17.79,39.0,18.39,47.4,16.89,42.9,4.6666666667,745.7833333333,91.3333333333,6.1666666667,40.0,3.4,16.7743745842,16.7743745842
40,0,19.89,42.7,19.1,42.3633333333,19.79,44.2,19.3233333333,42.5,17.39,50.4666666667,4.4,94.2633333333,17.7,39.0,18.29,47.29,16.89,42.9,4.9,746.0,90.0,6.3333333333,36.3333333333,3.4333333333,31.5207061241,31.5207061241
30,0,19.8233333333,42.6266666667,19.1,42.29,19.79,44.1633333333,19.29,42.5,17.39,50.4,4.4666666667,94.3966666667,17.7,39.0,18.29,47.29,16.89,42.8266666667,5.0,746.05,89.5,6.5,34.5,3.45,42.0307277003,42.0307277003
30,20,19.79,42.59,19.0444444444,42.24,19.73,44.09,19.29,42.5,17.39,50.4,4.6233333333,94.4,17.625,38.925,18.29,47.29,16.79,42.79,5.1,746.1,89.0,6.6666666667,32.6666666667,3.4666666667,42.8065832355,42.8065832355
30,10,19.79,42.7233333333,19.0,42.0563636364,19.7,44.0,19.29,42.69,17.39,50.3266666667,4.69,94.26,17.7245454545,39.3272727273,18.29,47.4816666667,16.79,42.79,5.2,746.15,88.5,6.8333333333,30.8333333333,3.4833333333,19.5679640514,19.5679640514
40,0,19.76,42.76,19.0,41.8866666667,19.7,44.06,19.29,42.73,17.39,50.29,4.8333333333,94.3966666667,17.78,39.6894444444,18.3627272727,47.7054545455,16.89,43.1966666667,5.3,746.2,88.0,7.0,29.0,3.5,19.0246942802,19.0246942802
50,10,19.7,42.7,19.0,41.9883333333,19.7,44.1266666667,19.23,42.79,17.39,50.29,4.9666666667,94.59,17.8066666667,40.1961111111,18.479375,48.3425,16.89,43.7966666667,5.3333333333,746.2666666667,87.3333333333,6.8333333333,30.8333333333,3.4,44.7722712997,44.7722712997
50,0,19.7,42.7,19.0,42.0642857143,19.7,44.2,19.2,43.0,17.39,50.3266666667,5.09,94.6266666667,17.8566666667,40.6922222222,18.5588235294,48.8417647059,16.89,44.1933333333,5.3666666667,746.3333333333,86.6666666667,6.6666666667,32.6666666667,3.3,32.2157881455,32.2157881455
50,0,19.6333333333,42.6266666667,18.910625,42.2525,19.73,44.29,19.2,43.1333333333,17.39,50.4666666667,5.09,94.2933333333,17.89,40.9377777778,18.6,49.3227272727,16.89,44.66,5.4,746.4,86.0,6.5,34.5,3.2,37.0539324358,37.0539324358
40,0,19.6666666667,43.0,18.89,42.410625,19.79,44.29,19.2,43.23,17.39,50.53,5.19,93.6333333333,17.84,41.085,18.6,49.664375,16.9266666667,45.0966666667,5.4333333333,746.4666666667,85.3333333333,6.3333333333,36.3333333333,3.1,30.2651723265,30.2651723265
50,0,19.6,43.0,18.89,42.5,19.79,44.4333333333,19.2,43.3633333333,17.39,50.6633333333,5.2725,92.47,17.8445454545,41.2736363636,18.6,50.0590909091,16.9266666667,45.43,5.4666666667,746.5333333333,84.6666666667,6.1666666667,38.1666666667,3.0,45.1540805749,45.1540805749
40,0,19.6,43.0,18.89,42.645,19.79,44.5,19.1333333333,43.4,17.3566666667,50.79,5.3666666667,90.8,17.84625,41.44125,18.6333333333,50.39,17.0,45.7,5.5,746.6,84.0,6.0,40.0,2.9,14.686507755,14.686507755
40,0,19.5333333333,43.0,18.8081818182,42.7,19.79,44.53,19.1333333333,43.4666666667,17.3566666667,50.8633333333,5.5,89.1,17.89,41.59,18.6142857143,50.5671428571,17.0,45.8333333333,5.5833333333,746.7333333333,83.3333333333,6.3333333333,40.0,2.8666666667,9.5630054944,9.5630054944
40,0,19.5,43.09,18.79,42.75625,19.79,44.59,19.1,43.5,17.29,51.03,5.56,87.3666666667,17.8011111111,41.7277777778,18.6,50.8828571429,17.0,46.03,5.6666666667,746.8666666667,82.6666666667,6.6666666667,40.0,2.8333333333,44.3225471652,44.3225471652
40,0,19.5,43.09,18.79,42.8616666667,19.79,44.59,19.1,43.5,17.29,51.09,5.69,85.43,17.79,41.9388888889,18.625,51.25,17.0,46.1633333333,5.75,747.0,82.0,7.0,40.0,2.8,25.1669742865,25.1669742865
50,0,19.5,43.145,18.79,43.0,19.79,44.59,19.1,43.53,17.29,51.23,5.69,84.6233333333,17.79,42.1266666667,18.7,51.465,17.0,46.29,5.8333333333,747.1333333333,81.3333333333,7.3333333333,40.0,2.7666666667,43.8528771512,43.8528771512
50,0,19.5,43.2,18.775,43.045,19.89,44.8266666667,19.0333333333,43.53,17.29,51.29,5.8,83.8266666667,17.79,42.294,18.7,51.59,17.0,46.53,5.9166666667,747.2666666667,80.6666666667,7.6666666667,40.0,2.7333333333,9.4596811221,9.4596811221
50,0,19.4266666667,43.2,18.7,43.09,19.89,44.9,19.0,43.59,17.29,51.4,5.8666666667,82.56,17.84,42.495,18.7,51.63125,17.0,46.6633333333,6.0,747.4,80.0,8.0,40.0,2.7,37.9051526194,37.9051526194
30,0,19.39,43.2,18.7,43.2,19.89,44.845,19.0,43.59,17.29,51.4,6.0,80.9566666667,17.8042857143,42.5864285714,18.7257142857,51.7942857143,17.0,46.8266666667,5.8833333333,747.5333333333,81.3333333333,8.0,37.8333333333,2.8333333333,36.2249446334,36.2249446334
20,0,19.39,43.26,18.7,43.26,19.89,44.8633333333,18.9633333333,43.6266666667,17.29,51.5,6.0,80.69,17.815,42.9,18.79,51.925,17.0,46.9666666667,5.7666666667,747.6666666667,82.6666666667,8.0,35.6666666667,2.9666666667,47.1862409147,47.1862409147
30,0,19.39,43.29,18.6909090909,43.31,19.89,44.79,18.89,43.7,17.29,51.59,5.73,84.0333333333,17.89,43.156,18.75,52.1855555556,17.0,47.1266666667,5.65,747.8,84.0,8.0,33.5,3.1,27.3823293508,27.3823293508
20,0,19.39,43.3633333333,18.6777777778,43.3977777778,19.89,44.79,18.89,43.7,17.29,51.59,5.53,86.56,17.89,43.2,18.815,52.25,17.0,47.26,5.5333333333,747.9333333333,85.3333333333,8.0,31.3333333333,3.2333333333,35.5871933862,35.5871933862
40,0,19.39,43.4,18.6428571429,43.4285714286,19.8233333333,44.73,18.89,43.76,17.29,51.7,5.5,87.4566666667,17.89,43.4271428571,18.8757142857,52.3214285714,17.0,47.4333333333,5.4166666667,748.0666666667,86.6666666667,8.0,29.1666666667,3.3666666667,19.4452549913,19.4452549913
50,0,19.3233333333,43.4666666667,18.6,43.46,19.79,44.7,18.89,43.79,17.29,51.7,5.56,86.33,17.89,43.59,18.7514285714,52.29,17.0,47.56,5.3,748.2,88.0,8.0,27.0,3.5,5.0436563091,5.0436563091
50,0,19.29,43.56,18.6,43.56,19.79,44.79,18.89,43.9,17.29,51.79,5.4333333333,87.4666666667,17.89,43.6633333333,18.7,52.6333333333,17.0333333333,47.9666666667,5.3,748.4333333333,89.0,8.0,25.0,3.6333333333,14.1616250155,14.1616250155
40,0,19.29,43.59,18.5888888889,43.59,19.8566666667,44.8633333333,18.79,43.9,17.29,51.9,5.4,89.3266666667,17.89,43.8622222222,18.7,53.1733333333,17.0,48.1566666667,5.3,748.55,89.5,8.0,24.0,3.7,29.5286579407,29.5286579407
40,0,19.29,43.59,18.5,43.59,19.89,44.9,18.79,43.9,17.29,51.9,5.4,89.97,17.89,44.0,18.7,53.4666666667,17.0,48.3633333333,5.3,748.6666666667,90.0,8.0,23.0,3.7666666667,5.5180302472,5.5180302472
