Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
90,10,19.89,50.0,19.0222222222,45.0444444444,20.15,45.245,19.2,45.6266666667,18.0333333333,52.2,5.09,95.76,18.0,45.0633333333,18.79,51.395,17.1,48.0266666667,5.0,741.9666666667,91.0,5.0,40.0,3.6666666667,32.1144129266,32.1144129266
60,0,19.89,48.7333333333,19.1,45.2,20.1,45.2,19.1,45.5266666667,18.05,52.4,5.0,95.4566666667,18.0,44.4566666667,18.7,51.045,17.1,47.7666666667,4.95,742.05,91.0,5.0,40.0,3.6,43.8134606346,43.8134606346
30,0,19.79,46.0666666667,19.0,44.645,20.1,45.1633333333,19.0333333333,44.7666666667,17.89,52.0333333333,4.09,95.0,17.79,42.23,18.6,49.8266666667,17.0333333333,46.39,5.05,742.55,91.0,5.0,34.5,3.65,30.2466645138,30.2466645138
260,0,19.7,45.6633333333,18.89,44.29,20.0,44.9,19.1,44.6933333333,18.0,49.93,4.4633333333,96.26,17.7,41.6633333333,18.6,49.4666666667,17.0,45.8633333333,5.3,742.8,91.0,5.0,29.0,3.9,13.5130072944,13.5130072944
500,0,19.7,45.59,18.89,44.23,19.89,44.9,19.1666666667,45.0266666667,18.0,49.6566666667,4.73,96.4666666667,17.7,41.59,18.5333333333,49.4,17.0,45.73,5.4833333333,742.8833333333,90.1666666667,5.0,30.8333333333,3.95,49.6342030587,49.6342030587
450,0,19.73,47.7933333333,18.9266666667,44.23,19.89,44.9,19.36,45.36,18.0,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17.0,45.6633333333,5.6666666667,742.9666666667,89.3333333333,5.0,32.6666666667,4.0,31.6746632219,31.6746632219
50,10,19.79,48.7933333333,19.0,44.3633333333,19.89,44.8633333333,19.6933333333,45.56,18.0,49.56,5.1566666667,96.5,17.7,41.4,18.5,49.2,17.0,45.4633333333,5.85,743.05,88.5,5.0,34.5,4.05,10.6604067609,10.6604067609
190,0,20.0333333333,45.5,19.2,44.1266666667,19.9633333333,44.7,20.0333333333,43.6933333333,18.0666666667,49.0,6.59,85.4633333333,17.9175,40.24,18.5666666667,47.59,17.1,45.06,7.0833333333,743.5,80.6666666667,7.0,30.0,4.0166666667,0.653878774,0.653878774
220,0,20.1,45.6933333333,19.2,43.9,20.0,44.79,20.0,43.845,18.0,49.4,6.6566666667,84.3966666667,17.9266666667,40.03,18.55,47.545,17.1,45.0,7.1666666667,743.5,80.3333333333,7.0,32.0,4.0333333333,35.7783033047,35.7783033047
170,0,20.1,45.4,19.2,43.9,20.0,44.79,20.0,43.8266666667,17.9633333333,49.89,6.9333333333,83.1,17.9725,39.875,18.6,47.3522222222,17.1,44.8633333333,7.25,743.5,80.0,7.0,34.0,4.05,5.1592117874,5.1592117874
390,0,20.1,45.3266666667,19.2,43.856,19.9633333333,44.79,20.0,43.9666666667,17.89,50.2233333333,7.1266666667,82.8933333333,18.0,39.7,18.6,47.2,17.1,44.79,7.3333333333,743.5,79.6666666667,7.0,36.0,4.0666666667,22.3142174305,22.3142174305
90,0,20.1,45.3266666667,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398,7.4333333333,82.3333333333,18.0,39.6633333333,18.5,47.2,17.1,44.7,7.4166666667,743.5,79.3333333333,7.0,38.0,4.0833333333,32.0050522569,32.0050522569
60,0,20.1666666667,46.9933333333,19.2,43.76,19.89,44.79,19.89,44.1633333333,17.89,50.56,7.5,81.0,18.0,39.59,18.5,47.1266666667,17.1666666667,44.6266666667,7.5,743.5,79.0,7.0,40.0,4.1,49.5919310022,49.5919310022
290,0,20.1,46.43,19.1,43.8175,19.89,44.79,19.8566666667,44.16,17.8566666667,50.73,7.4,80.36,17.89,39.59,18.5,47.23,17.1666666667,44.56,7.4166666667,743.5,79.3333333333,7.1666666667,40.0,4.0666666667,24.7796788928,24.7796788928
130,0,20.1,46.03,19.1,43.838125,19.89,44.79,19.8566666667,44.0266666667,17.8566666667,50.8633333333,7.4666666667,80.36,17.89,39.59,18.5,47.29,17.1,44.5,7.3333333333,743.5,79.6666666667,7.3333333333,40.0,4.0333333333,24.2174762185,24.2174762185
240,0,20.0,44.9633333333,19.1,43.5955555556,19.89,44.8266666667,19.73,43.53,17.79,51.0,7.53,78.19,17.89,39.59,18.5,47.2825,17.1,44.3266666667,7.1666666667,743.5,80.3333333333,7.6666666667,40.0,3.9666666667,37.7410472254,37.7410472254
50,0,20.0,44.76,19.1,43.4888888889,19.89,44.9,19.7,43.5,17.79,51.0,7.6233333333,78.73,17.945,39.565,18.5,47.1371428571,17.1,44.29,7.0833333333,743.5,80.6666666667,7.8333333333,40.0,3.9333333333,22.694774461,22.694774461
370,0,20.0,44.2,19.1,43.29,19.89,44.9,19.6,43.2,17.73,51.0,7.295,77.4,18.1,39.09,18.5,46.79,17.1,44.1266666667,6.95,743.65,78.5,6.5,40.0,3.4,29.7855998157,29.7855998157
200,0,20.0,44.06,19.0333333333,43.23,19.945,44.9,19.6,43.1266666667,17.79,51.0,6.9,77.6333333333,18.0666666667,39.06,18.5,47.0,17.1,44.0,6.9333333333,743.7,77.6666666667,6.0,40.0,3.2333333333,28.7436099141,28.7436099141
70,0,20.0,44.06,19.0,43.2,19.89,44.9,19.5666666667,43.06,17.7,51.0,6.9666666667,78.8266666667,18.0,39.0,18.4266666667,46.9333333333,17.1,43.9333333333,6.9166666667,743.75,76.8333333333,5.5,40.0,3.0666666667,3.8532190141,3.8532190141
50,0,20.0,44.09,19.0,43.1266666667,19.89,44.8266666667,19.5,43.0,17.7,51.0,6.9666666667,79.49,17.9725,39.0,18.4633333333,47.0,17.1,43.79,6.9,743.8,76.0,5.0,40.0,2.9,1.7770289793,1.7770289793
60,0,20.0666666667,42.8333333333,19.0,42.4181818182,19.79,44.7,19.26,42.56,17.6,50.9,6.1566666667,76.8933333333,18.1388888889,37.9055555556,18.6,45.79,17.1,43.26,6.5,744.2,75.0,7.0,29.0,2.3,36.4654811681,36.4654811681
210,20,20.0,42.53,18.99,42.4718181818,19.79,44.59,19.2,42.6266666667,17.6,50.79,6.09,77.995,18.1,38.045,18.6,45.9,17.1,43.145,6.1333333333,744.3666666667,78.3333333333,7.0,32.6666666667,2.5666666667,8.7563384208,8.7563384208
380,20,20.0333333333,43.4966666667,18.9022222222,42.58,19.8233333333,44.59,19.2,42.76,17.6,50.73,6.06,78.7,18.0181818182,38.0572727273,18.5363636364,46.0,17.1,43.0,5.95,744.45,80.0,7.0,34.5,2.7,37.334913481,37.334913481
230,30,20.0,43.16,18.89,42.7966666667,19.89,44.59,19.6933333333,43.9,17.6,50.79,5.5266666667,82.8933333333,18.0666666667,38.9,18.5,46.1266666667,17.0666666667,42.93,5.5833333333,744.6166666667,83.3333333333,7.0,38.1666666667,2.9666666667,43.2272474514,43.2272474514
80,40,20.0,43.9,18.8566666667,43.4,19.79,44.4666666667,20.1633333333,43.8333333333,17.6,50.745,5.26,83.4333333333,18.1333333333,39.3266666667,18.5,46.3333333333,17.0,42.8633333333,5.4,744.7,85.0,7.0,40.0,3.1,30.7322485838,30.7322485838
70,20,20.0,43.76,18.9266666667,43.3633333333,19.79,44.4,20.2,43.49,17.5,50.9,4.9333333333,85.0633333333,18.245,39.45,18.6666666667,46.8333333333,17.0333333333,42.8266666667,5.2,744.8,87.0,6.6666666667,40.0,3.2,16.4388659527,16.4388659527
40,10,20.0333333333,44.0,19.0,43.29,19.79,44.4,20.2,43.0966666667,17.5,51.0,4.9333333333,86.4566666667,18.2,39.26,18.7,47.0266666667,17.0,42.7,5.1,744.85,88.0,6.5,40.0,3.25,22.6565722725,22.6565722725
50,0,20.1,44.1266666667,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09,4.9,89.4266666667,18.1,39.09,18.7,46.645,17.0,42.79,4.8,745.0,91.0,6.0,40.0,3.4,26.4815301402,26.4815301402
40,0,19.89,42.7,19.1,42.3633333333,19.79,44.2,19.3233333333,42.5,17.39,50.4666666667,4.4,94.2633333333,17.7,39.0,18.29,47.29,16.89,42.9,4.9,746.0,90.0,6.3333333333,36.3333333333,3.4333333333,31.5207061241,31.5207061241
30,0,19.39,43.2,18.7,43.2,19.89,44.845,19.0,43.59,17.29,51.4,6.0,80.9566666667,17.8042857143,42.5864285714,18.7257142857,51.7942857143,17.0,46.8266666667,5.8833333333,747.5333333333,81.3333333333,8.0,37.8333333333,2.8333333333,36.2249446334,36.2249446334
40,0,19.39,43.4,18.6428571429,43.4285714286,19.8233333333,44.73,18.89,43.76,17.29,51.7,5.5,87.4566666667,17.89,43.4271428571,18.8757142857,52.3214285714,17.0,47.4333333333,5.4166666667,748.0666666667,86.6666666667,8.0,29.1666666667,3.3666666667,19.4452549913,19.4452549913
50,0,19.1,44.09,18.39,43.79,19.8233333333,44.9333333333,18.7,44.2,17.2,52.4,5.7266666667,83.1966666667,18.0277777778,44.6944444444,18.715,54.2922222222,17.1,49.7,5.4333333333,750.8,89.0,8.0,24.0,3.7333333333,12.8183802008,12.8183802008
20,0,18.89,44.29,18.2,44.0,19.9266666667,45.09,18.5,44.2,17.2,52.79,5.5,78.6333333333,18.0,45.2409090909,18.7,53.42,17.2,50.2,5.0333333333,752.65,90.0,7.1666666667,22.8333333333,3.4333333333,8.272696659,8.272696659
50,0,18.865,44.365,18.2,44.0,19.89,45.06,18.4633333333,44.1633333333,17.1333333333,52.79,5.59,78.6,18.0333333333,45.3966666667,18.7,53.2984615385,17.2,50.3266666667,5.0166666667,752.9833333333,89.8333333333,6.8333333333,25.8333333333,3.4,25.5062603275,25.5062603275
30,10,18.79,44.7233333333,18.2,44.0666666667,19.815,44.82,18.39,44.1266666667,17.1,52.79,5.59,78.9333333333,18.0571428571,45.55,18.7,53.29,17.2,50.3266666667,5.0333333333,753.1666666667,89.6666666667,6.6666666667,28.6666666667,3.4,46.1984235677,46.1984235677
50,10,18.89,45.03,18.2,44.29375,19.73,44.6266666667,18.39,44.1266666667,17.1666666667,53.3233333333,5.59,79.16,18.0714285714,45.5257142857,18.6818181818,53.2536363636,17.2,50.29,5.05,753.35,89.5,6.5,31.5,3.4,25.5479849176,25.5479849176
200,0,18.89,45.0,18.1818181818,44.5409090909,19.7,44.53,18.39,44.1633333333,18.76,84.79,5.53,79.4666666667,18.05,46.0807142857,18.6428571429,53.2642857143,17.2,50.3266666667,5.0833333333,753.7166666667,89.1666666667,6.1666666667,37.1666666667,3.4,2.3230443476,2.3230443476
110,10,18.89,45.0,18.15,44.59,19.6,44.2233333333,18.39,44.1633333333,18.9666666667,83.5233333333,5.59,79.3333333333,18.1,46.2633333333,18.6,53.14,17.2,50.4,5.1,753.9,89.0,6.0,40.0,3.4,20.892812917,20.892812917
80,10,18.79,44.6333333333,18.1,44.1966666667,19.5333333333,43.83,18.39,44.09,19.76,73.5233333333,5.59,79.35,18.1,45.6566666667,18.6,52.8266666667,17.2,50.2233333333,5.0833333333,753.9666666667,89.1666666667,5.8333333333,36.6666666667,3.4,42.7000751137,42.7000751137
50,0,18.79,44.5,18.1,43.9666666667,19.5,43.9,18.39,44.09,19.3,66.79,5.59,79.4,18.0,44.8333333333,18.6,52.3,17.2,49.9633333333,5.0666666667,754.0333333333,89.3333333333,5.6666666667,33.3333333333,3.4,17.3615338863,17.3615338863
180,20,18.79,43.9333333333,18.0,43.45,19.5,43.9666666667,18.29,43.7,18.2225,56.4725,5.56,79.4,17.79,41.7666666667,18.39,50.2925,17.1,47.8,5.0,754.6,89.3333333333,4.6666666667,23.0,3.3333333333,34.4706706237,34.4706706237
350,30,18.79,43.9,18.0,43.3633333333,19.4266666667,43.7666666667,18.23,43.6566666667,18.2,55.8,5.5,79.4,17.76,41.43,18.39,50.03,17.1,47.4,5.0,754.75,89.0,4.5,24.5,3.3,27.745031158,27.745031158
300,30,18.79,44.0,18.0,43.4,19.39,43.59,18.8233333333,44.0,18.26,56.66,5.4,79.1266666667,17.7,41.0266666667,18.29,49.6266666667,17.0,46.7233333333,5.0,755.05,88.3333333333,4.1666666667,27.5,3.2333333333,22.6360031404,22.6360031404
400,20,18.8566666667,44.06,18.0666666667,43.4666666667,19.39,43.59,19.03,44.0,18.29,56.6666666667,5.5,79.1566666667,17.7,40.8266666667,18.29,49.3633333333,17.0,46.42,5.0,755.2,88.0,4.0,29.0,3.2,15.3221629444,15.3221629444
290,30,18.9975,44.3975,18.26,43.6633333333,19.5,43.7,19.7266666667,43.9333333333,18.2,55.79,5.59,78.9933333333,17.73,41.6666666667,18.26,49.1333333333,17.0,45.8633333333,5.0,755.4333333333,88.0,4.3333333333,32.6666666667,3.1666666667,45.5185152125,45.5185152125
60,30,19.1,44.5,18.3233333333,43.5,19.5,43.7,20.0666666667,43.6633333333,18.1333333333,55.73,5.59,78.66,17.8566666667,42.2666666667,18.2,48.9333333333,17.0,45.73,5.0,755.55,88.0,4.5,34.5,3.15,7.1302041062,7.1302041062
110,30,19.2,44.36,18.5333333333,43.43,19.4633333333,43.6633333333,20.1666666667,43.0266666667,18.0333333333,55.1566666667,5.59,79.9933333333,17.73,42.2666666667,18.26,49.2233333333,17.0,45.5266666667,5.0,755.7833333333,88.0,4.8333333333,38.1666666667,3.1166666667,10.5462875334,10.5462875334
90,20,19.2,44.06,18.6,43.23,19.39,43.59,20.1,42.7666666667,18.0,54.69,5.45,80.39,17.7,41.93,18.26,49.5266666667,17.1,46.3,5.0,755.9,88.0,5.0,40.0,3.1,21.4375185431,21.4375185431
60,20,19.2,44.06,18.6,43.1566666667,19.39,43.6266666667,20.1,42.7,17.9633333333,54.53,5.53,80.9333333333,17.7,41.6566666667,18.2,49.2666666667,17.1,47.1,5.0833333333,756.0333333333,86.8333333333,5.0,38.1666666667,2.9833333333,6.6344987601,6.6344987601
60,0,19.23,44.39,18.76,43.8633333333,19.5,43.9,20.0,42.3266666667,17.89,54.2,5.8666666667,77.1,17.6,40.7233333333,18.1,48.4633333333,17.0,46.5266666667,5.3333333333,756.4333333333,83.3333333333,5.0,32.6666666667,2.6333333333,38.0986930802,38.0986930802
40,10,19.29,44.7966666667,18.79,44.0,19.5,44.0,19.9266666667,42.4,17.8566666667,54.0266666667,5.9,74.8666666667,17.6,40.4633333333,18.1,48.1633333333,17.0,46.1933333333,5.4166666667,756.5666666667,82.1666666667,5.0,30.8333333333,2.5166666667,46.6454914422,46.6454914422
70,10,19.23,45.03,18.7,43.145,19.39,43.5,19.79,41.8266666667,17.76,53.76,5.9333333333,76.0,17.5,40.1266666667,18.0,47.7,17.0,45.6566666667,5.5833333333,756.7833333333,80.1666666667,5.1666666667,30.8333333333,2.35,30.1794033847,30.1794033847
50,10,19.29,45.7333333333,18.7,43.06,19.39,43.36,19.7,41.7666666667,17.7,53.5666666667,6.06,76.1266666667,17.5,40.0,18.0,47.5666666667,16.9633333333,45.4666666667,5.6666666667,756.8666666667,79.3333333333,5.3333333333,32.6666666667,2.3,24.2494840291,24.2494840291
80,10,19.29,45.1266666667,18.7,43.0,19.3233333333,43.4,19.6333333333,42.1,17.73,53.3633333333,6.2266666667,75.2933333333,17.5,39.9333333333,18.0,47.4666666667,16.89,45.2666666667,5.75,756.95,78.5,5.5,34.5,2.25,5.4403158254,5.4403158254
50,0,19.2,44.7,18.6333333333,42.9333333333,19.39,43.6566666667,19.6,43.6,17.7,52.9666666667,6.53,71.8,17.5,39.6266666667,17.9633333333,47.1633333333,16.89,44.6566666667,5.9166666667,757.1166666667,76.8333333333,5.8333333333,38.1666666667,2.15,24.9257265357,24.9257265357
30,0,19.1666666667,42.4666666667,18.5,41.53,19.3566666667,43.4333333333,19.29,42.23,17.6,51.8333333333,7.045,63.34,17.5,38.6633333333,17.89,46.1633333333,16.89,42.8633333333,5.5833333333,757.6166666667,77.6666666667,5.1666666667,30.8333333333,1.9333333333,39.3770253868,39.3770253868
50,0,19.0666666667,41.76,18.39,41.03,19.29,42.9333333333,19.1,41.7,17.5,51.03,7.1266666667,62.4666666667,17.4266666667,38.1266666667,17.79,45.545,16.89,42.29,6.2,757.65,74.5,5.0,28.0,1.9,37.7352810814,37.7352810814
60,0,19.0,41.29,18.39,40.6266666667,19.2,42.79,19.0,41.7,17.5,50.4633333333,6.3333333333,61.0966666667,17.4266666667,37.7,17.79,45.09,16.89,41.9,6.8,757.55,70.6666666667,5.1666666667,29.1666666667,1.75,5.4514634307,5.4514634307
40,0,19.0,41.29,18.39,40.495,19.26,42.76,19.0,41.7,17.39,50.2233333333,6.6,61.7633333333,17.5,37.6266666667,17.8233333333,45.09,16.8233333333,41.8266666667,6.7,757.5,70.3333333333,5.3333333333,31.3333333333,1.6,19.0858175862,19.0858175862
80,0,19.29,40.5666666667,18.73,39.56,19.29,42.1333333333,19.29,40.5,17.39,49.1266666667,7.6266666667,51.8233333333,18.7,35.73,18.6666666667,43.0,17.0,41.0,6.3833333333,757.3833333333,64.0,4.3333333333,40.0,0.0833333333,26.3655388495,26.3655388495
100,0,19.39,40.8633333333,18.7,39.79,19.29,42.0,19.1,40.09,17.29,48.9,5.9333333333,54.8233333333,18.89,37.53,19.1,44.23,17.0,40.7,5.2333333333,757.3166666667,69.6666666667,3.1666666667,40.0,0.0666666667,7.7415805659,7.7415805659
110,0,19.29,40.6633333333,18.7,39.7,19.29,42.06,19.0,40.0,17.29,48.79,4.6266666667,59.4233333333,18.6,36.23,19.29,44.53,17.0,40.1266666667,4.35,757.3,74.0,3.0,40.0,0.05,6.570826692,6.570826692
90,10,19.29,40.79,18.7,39.7,19.29,42.0,18.89,40.0,17.29,48.79,4.3666666667,60.6966666667,18.5,36.0266666667,19.3566666667,44.6633333333,16.89,40.03,4.1333333333,757.3,75.0,3.0,40.0,0.0333333333,49.0781730157,49.0781730157
180,10,19.29,40.8266666667,18.7,40.0,19.2,41.845,18.73,40.09,17.23,48.6266666667,2.6566666667,71.4233333333,18.2,36.0666666667,19.79,44.9333333333,16.79,39.9666666667,2.8666666667,757.3,87.0,3.0,30.8333333333,0.8333333333,46.4626959874,46.4626959874
140,0,19.29,41.15,18.79,40.09,19.2,41.7,18.7,40.09,17.23,48.7,2.4666666667,72.9666666667,18.2,36.3333333333,19.79,45.0,16.79,39.9666666667,2.7,757.3,89.0,3.0,29.0,1.0,33.6856116424,33.6856116424
100,10,19.3233333333,42.1566666667,18.79,40.09,19.2,41.76,18.7,40.1633333333,17.26,48.79,2.4,74.6333333333,18.2,36.29,19.79,45.09,16.79,40.0,2.7833333333,757.2333333333,88.8333333333,3.3333333333,29.0,1.0666666667,4.7428927734,4.7428927734
340,20,19.39,41.73,18.8233333333,40.23,19.29,41.8633333333,18.7,40.29,17.2,49.29,2.03,76.1966666667,18.2,37.0,19.79,45.06,16.79,40.0,2.95,757.1,88.5,4.0,29.0,1.2,23.0775920325,23.0775920325
380,20,19.39,41.6566666667,18.89,40.4,19.29,42.03,18.6666666667,40.3633333333,18.1666666667,74.7,1.8633333333,77.29,18.26,37.4666666667,19.79,44.9333333333,16.79,40.0,3.0333333333,757.0333333333,88.3333333333,4.3333333333,29.0,1.2666666667,18.7608265434,18.7608265434
210,30,19.39,41.59,18.89,40.4,19.29,42.1633333333,18.6,40.3725,17.8933333333,75.0333333333,1.79,79.0966666667,18.3233333333,37.9333333333,19.79,44.9333333333,16.79,40.03,3.1166666667,756.9666666667,88.1666666667,4.6666666667,29.0,1.3333333333,49.5549609768,49.5549609768
150,20,19.4633333333,41.59,19.0,40.4,19.2,42.2,18.6,40.4666666667,17.7,75.0233333333,1.7,80.3633333333,18.4633333333,38.1333333333,19.79,45.1175,16.73,40.1633333333,3.2,756.9,88.0,5.0,29.0,1.4,8.8175356854,8.8175356854
330,20,19.5,41.6,19.0,40.4,19.2,42.26,18.7,40.8,17.6333333333,74.3566666667,1.7,81.2966666667,18.5,38.23,19.79,45.3633333333,16.79,40.2,3.1666666667,756.9,88.1666666667,5.0,30.8333333333,1.4,40.6717604259,40.6717604259
420,20,19.5,41.3266666667,19.0,40.5,19.2,42.29,18.76,41.2666666667,18.3,78.6,1.6333333333,82.7333333333,18.5,38.1566666667,19.79,45.1333333333,16.73,40.2,3.1333333333,756.9,88.3333333333,5.0,32.6666666667,1.4,3.4223318566,3.4223318566
