Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
370,20,21.0,45.4,20.39,44.2,20.1,45.59,21.2633333333,47.4666666667,19.0,50.09,4.9333333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.1166666667,737.6333333333,92.0,5.8333333333,40.0,3.9166666667,34.6365778241,34.6365778241
120,10,21.0,45.59,20.39,44.26,20.1,45.59,21.5966666667,47.4,19.0,50.03,5.0,91.4333333333,17.79,45.73,19.23,52.9,16.89,46.2,5.1333333333,737.7666666667,92.0,5.6666666667,40.0,3.9333333333,23.8809811068,23.8809811068
140,20,19.79,48.6666666667,19.1,45.0,20.2,45.29,19.1666666667,45.9,18.1,51.9666666667,5.06,96.1566666667,17.79,44.3266666667,18.79,51.9633333333,17.1,48.6333333333,5.1,741.8,91.0,5.0,40.0,3.8,11.9814707548,11.9814707548
110,30,19.79,48.5333333333,19.0666666667,45.06,20.1333333333,45.29,19.2,45.76,18.1,52.1266666667,5.09,96.0266666667,17.8566666667,44.66,18.79,51.6333333333,17.1,48.36,5.05,741.8833333333,91.0,5.0,40.0,3.7333333333,2.9467188637,2.9467188637
260,0,19.7,45.6633333333,18.89,44.29,20.0,44.9,19.1,44.6933333333,18.0,49.93,4.4633333333,96.26,17.7,41.6633333333,18.6,49.4666666667,17.0,45.8633333333,5.3,742.8,91.0,5.0,29.0,3.9,13.5130072944,13.5130072944
500,0,19.7,45.59,18.89,44.23,19.89,44.9,19.1666666667,45.0266666667,18.0,49.6566666667,4.73,96.4666666667,17.7,41.59,18.5333333333,49.4,17.0,45.73,5.4833333333,742.8833333333,90.1666666667,5.0,30.8333333333,3.95,49.6342030587,49.6342030587
450,0,19.73,47.7933333333,18.9266666667,44.23,19.89,44.9,19.36,45.36,18.0,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17.0,45.6633333333,5.6666666667,742.9666666667,89.3333333333,5.0,32.6666666667,4.0,31.6746632219,31.6746632219
190,0,20.0333333333,45.5,19.2,44.1266666667,19.9633333333,44.7,20.0333333333,43.6933333333,18.0666666667,49.0,6.59,85.4633333333,17.9175,40.24,18.5666666667,47.59,17.1,45.06,7.0833333333,743.5,80.6666666667,7.0,30.0,4.0166666667,0.653878774,0.653878774
220,0,20.1,45.6933333333,19.2,43.9,20.0,44.79,20.0,43.845,18.0,49.4,6.6566666667,84.3966666667,17.9266666667,40.03,18.55,47.545,17.1,45.0,7.1666666667,743.5,80.3333333333,7.0,32.0,4.0333333333,35.7783033047,35.7783033047
170,0,20.1,45.4,19.2,43.9,20.0,44.79,20.0,43.8266666667,17.9633333333,49.89,6.9333333333,83.1,17.9725,39.875,18.6,47.3522222222,17.1,44.8633333333,7.25,743.5,80.0,7.0,34.0,4.05,5.1592117874,5.1592117874
390,0,20.1,45.3266666667,19.2,43.856,19.9633333333,44.79,20.0,43.9666666667,17.89,50.2233333333,7.1266666667,82.8933333333,18.0,39.7,18.6,47.2,17.1,44.79,7.3333333333,743.5,79.6666666667,7.0,36.0,4.0666666667,22.3142174305,22.3142174305
290,0,20.1,46.43,19.1,43.8175,19.89,44.79,19.8566666667,44.16,17.8566666667,50.73,7.4,80.36,17.89,39.59,18.5,47.23,17.1666666667,44.56,7.4166666667,743.5,79.3333333333,7.1666666667,40.0,4.0666666667,24.7796788928,24.7796788928
130,0,20.1,46.03,19.1,43.838125,19.89,44.79,19.8566666667,44.0266666667,17.8566666667,50.8633333333,7.4666666667,80.36,17.89,39.59,18.5,47.29,17.1,44.5,7.3333333333,743.5,79.6666666667,7.3333333333,40.0,4.0333333333,24.2174762185,24.2174762185
140,0,20.0666666667,45.3633333333,19.1,43.745,19.89,44.8633333333,19.79,43.8633333333,17.79,50.9333333333,7.6566666667,78.79,17.89,39.59,18.5,47.33,17.1,44.4,7.25,743.5,80.0,7.5,40.0,4.0,8.6721167434,8.6721167434
240,0,20.0,44.9633333333,19.1,43.5955555556,19.89,44.8266666667,19.73,43.53,17.79,51.0,7.53,78.19,17.89,39.59,18.5,47.2825,17.1,44.3266666667,7.1666666667,743.5,80.3333333333,7.6666666667,40.0,3.9666666667,37.7410472254,37.7410472254
370,0,20.0,44.2,19.1,43.29,19.89,44.9,19.6,43.2,17.73,51.0,7.295,77.4,18.1,39.09,18.5,46.79,17.1,44.1266666667,6.95,743.65,78.5,6.5,40.0,3.4,29.7855998157,29.7855998157
200,0,20.0,44.06,19.0333333333,43.23,19.945,44.9,19.6,43.1266666667,17.79,51.0,6.9,77.6333333333,18.0666666667,39.06,18.5,47.0,17.1,44.0,6.9333333333,743.7,77.6666666667,6.0,40.0,3.2333333333,28.7436099141,28.7436099141
210,20,20.0,42.53,18.99,42.4718181818,19.79,44.59,19.2,42.6266666667,17.6,50.79,6.09,77.995,18.1,38.045,18.6,45.9,17.1,43.145,6.1333333333,744.3666666667,78.3333333333,7.0,32.6666666667,2.5666666667,8.7563384208,8.7563384208
380,20,20.0333333333,43.4966666667,18.9022222222,42.58,19.8233333333,44.59,19.2,42.76,17.6,50.73,6.06,78.7,18.0181818182,38.0572727273,18.5363636364,46.0,17.1,43.0,5.95,744.45,80.0,7.0,34.5,2.7,37.334913481,37.334913481
370,40,20.0333333333,42.9633333333,18.89,42.56,19.89,44.59,19.36,43.5666666667,17.5333333333,50.79,5.9333333333,81.0333333333,18.0,38.3441666667,18.5,46.0,17.1,43.0,5.7666666667,744.5333333333,81.6666666667,7.0,36.3333333333,2.8333333333,5.24938202,5.24938202
230,30,20.0,43.16,18.89,42.7966666667,19.89,44.59,19.6933333333,43.9,17.6,50.79,5.5266666667,82.8933333333,18.0666666667,38.9,18.5,46.1266666667,17.0666666667,42.93,5.5833333333,744.6166666667,83.3333333333,7.0,38.1666666667,2.9666666667,43.2272474514,43.2272474514
200,0,18.89,45.0,18.1818181818,44.5409090909,19.7,44.53,18.39,44.1633333333,18.76,84.79,5.53,79.4666666667,18.05,46.0807142857,18.6428571429,53.2642857143,17.2,50.3266666667,5.0833333333,753.7166666667,89.1666666667,6.1666666667,37.1666666667,3.4,2.3230443476,2.3230443476
110,10,18.89,45.0,18.15,44.59,19.6,44.2233333333,18.39,44.1633333333,18.9666666667,83.5233333333,5.59,79.3333333333,18.1,46.2633333333,18.6,53.14,17.2,50.4,5.1,753.9,89.0,6.0,40.0,3.4,20.892812917,20.892812917
180,20,18.79,43.9333333333,18.0,43.45,19.5,43.9666666667,18.29,43.7,18.2225,56.4725,5.56,79.4,17.79,41.7666666667,18.39,50.2925,17.1,47.8,5.0,754.6,89.3333333333,4.6666666667,23.0,3.3333333333,34.4706706237,34.4706706237
350,30,18.79,43.9,18.0,43.3633333333,19.4266666667,43.7666666667,18.23,43.6566666667,18.2,55.8,5.5,79.4,17.76,41.43,18.39,50.03,17.1,47.4,5.0,754.75,89.0,4.5,24.5,3.3,27.745031158,27.745031158
350,20,18.79,43.9,18.0,43.3633333333,19.39,43.59,18.4966666667,43.8633333333,18.2,55.7333333333,5.4666666667,79.06,17.7,41.23,18.29,49.76,17.1,47.0666666667,5.0,754.9,88.6666666667,4.3333333333,26.0,3.2666666667,21.4812203893,21.4812203893
300,30,18.79,44.0,18.0,43.4,19.39,43.59,18.8233333333,44.0,18.26,56.66,5.4,79.1266666667,17.7,41.0266666667,18.29,49.6266666667,17.0,46.7233333333,5.0,755.05,88.3333333333,4.1666666667,27.5,3.2333333333,22.6360031404,22.6360031404
400,20,18.8566666667,44.06,18.0666666667,43.4666666667,19.39,43.59,19.03,44.0,18.29,56.6666666667,5.5,79.1566666667,17.7,40.8266666667,18.29,49.3633333333,17.0,46.42,5.0,755.2,88.0,4.0,29.0,3.2,15.3221629444,15.3221629444
390,30,18.89,44.23,18.1333333333,43.59,19.4633333333,43.6633333333,19.46,44.06,18.29,56.4666666667,5.5,79.09,17.7,40.645,18.29,49.23,17.0,46.1566666667,5.0,755.3166666667,88.0,4.1666666667,30.8333333333,3.1833333333,28.9176972001,28.9176972001
290,30,18.9975,44.3975,18.26,43.6633333333,19.5,43.7,19.7266666667,43.9333333333,18.2,55.79,5.59,78.9933333333,17.73,41.6666666667,18.26,49.1333333333,17.0,45.8633333333,5.0,755.4333333333,88.0,4.3333333333,32.6666666667,3.1666666667,45.5185152125,45.5185152125
110,30,19.2,44.36,18.5333333333,43.43,19.4633333333,43.6633333333,20.1666666667,43.0266666667,18.0333333333,55.1566666667,5.59,79.9933333333,17.73,42.2666666667,18.26,49.2233333333,17.0,45.5266666667,5.0,755.7833333333,88.0,4.8333333333,38.1666666667,3.1166666667,10.5462875334,10.5462875334
100,0,19.39,40.8633333333,18.7,39.79,19.29,42.0,19.1,40.09,17.29,48.9,5.9333333333,54.8233333333,18.89,37.53,19.1,44.23,17.0,40.7,5.2333333333,757.3166666667,69.6666666667,3.1666666667,40.0,0.0666666667,7.7415805659,7.7415805659
100,10,19.29,40.73,18.7,39.76,19.29,42.03,19.0,39.9,17.29,48.9,5.33,57.1333333333,18.73,36.86,19.1333333333,44.3266666667,17.0,40.4333333333,4.7833333333,757.3,72.0,3.0,40.0,0.0833333333,11.0652963864,11.0652963864
110,0,19.29,40.6633333333,18.7,39.7,19.29,42.06,19.0,40.0,17.29,48.79,4.6266666667,59.4233333333,18.6,36.23,19.29,44.53,17.0,40.1266666667,4.35,757.3,74.0,3.0,40.0,0.05,6.570826692,6.570826692
100,0,19.29,40.73,18.7,39.76,19.29,42.03,18.89,40.0,17.29,48.79,3.9666666667,63.0266666667,18.4266666667,35.8266666667,19.4266666667,44.73,16.89,40.09,3.9166666667,757.3,76.0,3.0,40.0,0.0166666667,16.3506863406,16.3506863406
100,10,19.29,40.79,18.7,39.8266666667,19.29,42.09,18.89,40.1266666667,17.29,48.73,3.8266666667,65.7666666667,18.39,35.76,19.5666666667,44.73,16.89,40.06,3.7,757.3,77.0,3.0,40.0,0.0,25.3469748539,25.3469748539
110,0,19.29,40.73,18.7,39.9,19.23,41.9333333333,18.8233333333,40.0666666667,17.29,48.7,3.7233333333,67.2266666667,18.3233333333,35.76,19.6333333333,44.7,16.89,40.0,3.5333333333,757.3,79.0,3.0,38.1666666667,0.1666666667,34.072125738,34.072125738
100,10,19.26,40.7,18.7,39.9,19.23,42.0,18.79,40.09,17.29,48.7,3.42,68.1475,18.29,35.79,19.7,44.7,16.8566666667,39.9666666667,3.3666666667,757.3,81.0,3.0,36.3333333333,0.3333333333,4.9584551598,4.9584551598
180,10,19.29,40.8266666667,18.7,40.0,19.2,41.845,18.73,40.09,17.23,48.6266666667,2.6566666667,71.4233333333,18.2,36.0666666667,19.79,44.9333333333,16.79,39.9666666667,2.8666666667,757.3,87.0,3.0,30.8333333333,0.8333333333,46.4626959874,46.4626959874
140,0,19.29,41.15,18.79,40.09,19.2,41.7,18.7,40.09,17.23,48.7,2.4666666667,72.9666666667,18.2,36.3333333333,19.79,45.0,16.79,39.9666666667,2.7,757.3,89.0,3.0,29.0,1.0,33.6856116424,33.6856116424
100,10,19.3233333333,42.1566666667,18.79,40.09,19.2,41.76,18.7,40.1633333333,17.26,48.79,2.4,74.6333333333,18.2,36.29,19.79,45.09,16.79,40.0,2.7833333333,757.2333333333,88.8333333333,3.3333333333,29.0,1.0666666667,4.7428927734,4.7428927734
110,20,19.39,42.0966666667,18.8233333333,40.1566666667,19.29,41.79,18.7,40.29,17.26,48.8633333333,2.2233333333,75.73,18.2,36.49,19.79,45.09,16.79,40.0,2.8666666667,757.1666666667,88.6666666667,3.6666666667,29.0,1.1333333333,24.6298060403,24.6298060403
340,20,19.39,41.73,18.8233333333,40.23,19.29,41.8633333333,18.7,40.29,17.2,49.29,2.03,76.1966666667,18.2,37.0,19.79,45.06,16.79,40.0,2.95,757.1,88.5,4.0,29.0,1.2,23.0775920325,23.0775920325
380,20,19.39,41.6566666667,18.89,40.4,19.29,42.03,18.6666666667,40.3633333333,18.1666666667,74.7,1.8633333333,77.29,18.26,37.4666666667,19.79,44.9333333333,16.79,40.0,3.0333333333,757.0333333333,88.3333333333,4.3333333333,29.0,1.2666666667,18.7608265434,18.7608265434
210,30,19.39,41.59,18.89,40.4,19.29,42.1633333333,18.6,40.3725,17.8933333333,75.0333333333,1.79,79.0966666667,18.3233333333,37.9333333333,19.79,44.9333333333,16.79,40.03,3.1166666667,756.9666666667,88.1666666667,4.6666666667,29.0,1.3333333333,49.5549609768,49.5549609768
150,20,19.4633333333,41.59,19.0,40.4,19.2,42.2,18.6,40.4666666667,17.7,75.0233333333,1.7,80.3633333333,18.4633333333,38.1333333333,19.79,45.1175,16.73,40.1633333333,3.2,756.9,88.0,5.0,29.0,1.4,8.8175356854,8.8175356854
330,20,19.5,41.6,19.0,40.4,19.2,42.26,18.7,40.8,17.6333333333,74.3566666667,1.7,81.2966666667,18.5,38.23,19.79,45.3633333333,16.79,40.2,3.1666666667,756.9,88.1666666667,5.0,30.8333333333,1.4,40.6717604259,40.6717604259
420,20,19.5,41.3266666667,19.0,40.5,19.2,42.29,18.76,41.2666666667,18.3,78.6,1.6333333333,82.7333333333,18.5,38.1566666667,19.79,45.1333333333,16.73,40.2,3.1333333333,756.9,88.3333333333,5.0,32.6666666667,1.4,3.4223318566,3.4223318566
330,20,19.5333333333,41.29,19.0,40.5,19.2,42.23,19.1333333333,41.6566666667,19.2333333333,87.06,1.6333333333,83.5933333333,18.39,38.0266666667,19.79,45.1333333333,16.7,40.23,3.1,756.9,88.5,5.0,34.5,1.4,20.0224873377,20.0224873377
130,20,19.6,41.43,19.1,40.7,19.2,42.4633333333,19.4,41.93,18.6333333333,88.4333333333,1.6,83.99,18.4633333333,38.5,19.7,45.0,16.7,40.23,3.0666666667,756.9,88.6666666667,5.0,36.3333333333,1.4,7.0572162862,7.0572162862
130,20,19.6,41.5,19.1,40.8266666667,19.2,42.6633333333,19.73,41.8633333333,18.36,88.2933333333,1.6,84.4633333333,18.4633333333,37.99,19.7,45.06,16.7,40.2,3.0333333333,756.9,88.8333333333,5.0,38.1666666667,1.4,9.66549312,9.66549312
110,20,19.6,41.56,19.1666666667,40.9,19.2,42.73,19.79,41.73,18.1666666667,87.43,1.445,84.295,18.3233333333,37.8633333333,19.79,45.23,16.7,40.2,3.0,756.9,89.0,5.0,40.0,1.4,42.067585839,42.067585839
250,10,19.6,41.59,19.1333333333,40.9,19.2,42.8633333333,19.7,41.2966666667,18.1,85.8966666667,1.5,85.4,18.39,38.0,19.79,45.3633333333,16.7,40.1633333333,2.95,756.8166666667,88.8333333333,5.0,38.1666666667,1.3166666667,35.9956994187,35.9956994187
520,0,19.6,41.53,19.1333333333,40.9,19.1333333333,42.86,19.6333333333,41.03,18.0666666667,84.1233333333,1.4266666667,85.26,18.39,38.0,19.79,45.4266666667,16.7,40.09,2.9,756.7333333333,88.6666666667,5.0,36.3333333333,1.2333333333,13.3606041549,13.3606041549
360,0,19.6,41.5,19.1,40.9666666667,19.26,43.4666666667,19.5666666667,40.6933333333,18.6666666667,89.5233333333,1.29,85.6233333333,18.3566666667,38.0,19.79,45.76,16.6666666667,40.06,2.85,756.65,88.5,5.0,34.5,1.15,24.7500822414,24.7500822414
330,0,19.6,41.6933333333,19.1,40.8266666667,19.5966666667,45.1666666667,19.5,40.36,19.1666666667,91.2933333333,1.23,85.7633333333,18.29,38.0,19.73,45.9633333333,16.65,40.1225,2.8,756.5666666667,88.3333333333,5.0,32.6666666667,1.0666666667,4.1556948912,4.1556948912
310,0,19.6,42.0,19.1,40.79,19.93,46.0333333333,19.39,40.06,19.1666666667,90.7666666667,1.1666666667,85.9,18.29,38.045,19.73,46.1633333333,16.6,40.09,2.75,756.4833333333,88.1666666667,5.0,30.8333333333,0.9833333333,17.6942120306,17.6942120306
270,0,19.6,42.0,19.1,40.73,20.35,46.545,19.39,39.9333333333,19.3233333333,87.4966666667,1.1,86.3,18.29,37.8633333333,19.76,46.2,16.6,40.06,2.7,756.4,88.0,5.0,29.0,0.9,48.4604402678,48.4604402678
230,0,19.6,42.145,19.0666666667,40.6333333333,20.6333333333,46.3633333333,19.29,39.76,19.4633333333,84.0966666667,1.1333333333,87.3666666667,18.23,37.73,19.7,46.2,16.6,40.0,2.7833333333,756.3166666667,87.6666666667,5.1666666667,30.8333333333,0.9166666667,31.2357094837,31.2357094837
170,10,19.6,42.2,19.0,40.56,20.76,46.1566666667,19.29,39.7,19.3266666667,80.6233333333,1.26,88.1,18.2,37.76,19.7,46.2,16.6,40.0,2.8666666667,756.2333333333,87.3333333333,5.3333333333,32.6666666667,0.9333333333,33.2309124875,33.2309124875
360,20,18.39,42.8633333333,17.79,41.9666666667,19.76,43.3633333333,18.0,42.59,17.29,61.7333333333,3.79,88.6233333333,18.0,43.6566666667,18.8233333333,50.73,16.79,48.4666666667,3.95,749.4,89.5,8.8333333333,26.6666666667,2.4166666667,11.5233207121,11.5233207121
400,10,18.39,43.36,17.79,42.23,19.7,43.2225,18.0666666667,42.9266666667,17.29,61.1933333333,3.79,89.13,18.0,42.995,18.89,50.6566666667,16.79,48.3266666667,3.9,749.3,90.0,8.6666666667,25.3333333333,2.4333333333,11.0906877206,11.0906877206
390,0,18.39,44.0225,17.79,42.7,19.5333333333,43.09,18.79,42.53,17.2,59.6333333333,3.79,91.2975,17.89,41.5266666667,18.7,49.3333333333,16.7,47.2966666667,3.75,749.0,91.5,8.1666666667,21.3333333333,2.4833333333,43.2403775165,43.2403775165
100,0,18.39,43.9333333333,17.76,42.7,19.5,43.0,18.79,42.1333333333,17.2,59.36,3.79,91.73,17.8233333333,41.1933333333,18.7,49.0666666667,16.7,46.9633333333,3.7,748.9,92.0,8.0,20.0,2.5,8.8597267866,8.8597267866
170,10,18.39,43.59,17.7,42.53,19.39,42.8266666667,18.7,41.9333333333,17.2,58.5,3.79,93.6233333333,17.79,40.4666666667,18.6,48.1333333333,16.7,46.03,2.5,749.2,95.0,5.5,27.5,1.75,28.21319215,28.21319215
360,0,18.39,43.53,17.7,42.5,19.3566666667,42.6333333333,18.65,41.79,17.2,56.5666666667,3.73,93.6233333333,17.79,40.3266666667,18.5333333333,47.86,16.7,46.03,2.1,749.3,96.0,4.6666666667,30.0,1.5,32.8081157757,32.8081157757
180,10,18.39,43.3633333333,17.7,42.4333333333,19.29,42.5,18.6,41.6633333333,17.2,55.36,3.1,93.0666666667,17.7,40.06,18.5,47.6,16.7,46.0,1.7,749.4,97.0,3.8333333333,32.5,1.25,48.9277031389,48.9277031389
130,0,18.39,43.29,17.79,42.29,19.29,42.4,18.6,41.53,17.2,53.8966666667,2.7666666667,93.4666666667,17.7,39.86,18.5,47.2675,16.7,45.9333333333,1.3,749.5,98.0,3.0,35.0,1.0,11.6080574226,11.6080574226
180,20,18.5333333333,43.4,18.025,42.1175,19.29,42.4,18.5,41.5966666667,17.3566666667,50.8966666667,2.3633333333,94.16,17.6,39.1633333333,18.39,46.4333333333,16.7,45.5,1.6,749.1,96.5,4.5,37.5,1.1,41.5835857508,41.5835857508
170,20,18.5333333333,43.2666666667,18.1,42.09,19.1666666667,42.0,18.5666666667,41.8633333333,17.39,50.0333333333,2.29,94.3666666667,17.6,39.03,18.3566666667,46.2233333333,16.745,45.5,1.7,748.9666666667,96.0,5.0,38.3333333333,1.1333333333,5.675385322,5.675385322
390,30,18.6,43.29,18.23,42.03,19.1666666667,42.3333333333,18.6333333333,42.0666666667,17.4633333333,49.5,2.29,94.6233333333,17.6,38.8633333333,18.29,46.09,16.79,45.645,1.8,748.8333333333,95.5,5.5,39.1666666667,1.1666666667,48.1656008167,48.1656008167
420,20,18.6666666667,43.49,18.29,42.09,19.23,42.5666666667,18.7,42.26,17.5,49.3266666667,2.29,94.69,17.5333333333,38.79,18.29,45.9666666667,16.79,46.0266666667,1.9,748.7,95.0,6.0,40.0,1.2,7.3661449831,7.3661449831
340,20,18.7,43.6333333333,18.39,42.09,19.29,42.7,18.7,42.29,17.5,49.9933333333,2.29,94.8333333333,17.5,38.7,18.29,45.8266666667,16.79,46.4,1.9666666667,748.7333333333,94.6666666667,5.6666666667,40.0,1.2166666667,7.1813471382,7.1813471382
